term,int_rate,dti,fico_range_low,total_rec_int,total_rec_late_fee,last_fico_range_high,last_fico_range_low,acc_open_past_24mths,num_tl_op_past_12m,loan_to_income,loan_int_rate_interaction
36,14.48,25.0,680.0,380.45,0.0,674.0,670.0,9.0,2.0,0.04166579862919523,28960.0
60,18.99,18.91,670.0,2465.93,0.0,579.0,575.0,9.0,4.0,0.1846125444223935,227879.99999999997
36,7.26,24.36,680.0,1503.2,0.0,809.0,805.0,4.0,2.0,0.2622907821183259,116160.0
36,11.99,33.08,670.0,1208.36,0.0,684.0,680.0,2.0,1.0,0.3128992725091914,143880.0
36,10.64,13.67,675.0,282.73,0.0,709.0,705.0,3.0,2.0,0.045071438229593905,31920.0
36,11.22,7.49,675.0,1141.55,0.0,599.0,595.0,3.0,1.0,0.1499970000599988,84150.0
36,9.76,20.49,660.0,575.45,0.0,699.0,695.0,5.0,4.0,0.10769065091306287,68320.0
36,5.32,26.23,705.0,1157.22,0.0,744.0,740.0,6.0,3.0,0.3333277778703688,106400.0
36,9.76,17.28,700.0,1894.02,0.0,724.0,720.0,1.0,0.0,0.31249186219108877,117120.0
36,14.33,20.35,685.0,571.65,0.0,669.0,665.0,1.0,0.0,0.39998000099995,114640.0
36,14.48,30.41,660.0,2662.3,19.7900000137,619.0,615.0,7.0,5.0,0.22999540009199815,166520.0
60,14.33,18.48,705.0,11206.64,0.0,574.0,570.0,1.0,1.0,0.24137764567140915,501550.0
36,7.89,15.03,680.0,796.43,0.0,689.0,685.0,1.0,1.0,0.14117480970812107,94680.0
36,15.41,39.03,675.0,502.67,0.0,639.0,635.0,5.0,1.0,0.3597122302158273,199559.5
36,16.55,11.89,675.0,5490.55,0.0,754.0,750.0,4.0,2.0,0.35713647970571955,331000.0
36,11.99,12.95,715.0,2317.88,0.0,724.0,720.0,2.0,1.0,0.20407955020867133,239800.0
60,7.89,16.45,730.0,1529.09,0.0,804.0,800.0,2.0,1.0,0.23332814826337192,82845.0
36,11.99,2.17,700.0,476.92,0.0,684.0,680.0,2.0,1.0,0.12499375031248437,29975.0
36,7.26,35.86,745.0,1493.36,0.0,779.0,775.0,3.0,0.0,0.14999875001041657,130680.0
36,12.05,33.2,720.0,2770.65,0.0,699.0,695.0,18.0,9.0,0.3333277778703688,241000.0
60,16.55,9.2,740.0,1985.96,0.0,734.0,730.0,6.0,4.0,0.2833286111898135,281350.0
36,7.91,19.88,785.0,2134.67,0.0,769.0,765.0,10.0,5.0,0.26153443793172415,134470.0
36,16.55,17.16,665.0,3608.06,0.0,554.0,550.0,11.0,6.0,0.21538130182612575,231700.0
60,18.2,28.26,675.0,10756.24,0.0,689.0,685.0,15.0,12.0,0.24896058953867603,546000.0
36,7.91,36.53,700.0,627.56,0.0,664.0,660.0,5.0,1.0,0.07462575185444993,39550.0
36,18.49,27.55,660.0,1842.88,0.0,524.0,520.0,10.0,3.0,0.2673854916197474,227426.99999999997
36,6.89,19.68,695.0,489.66,0.0,724.0,720.0,3.0,0.0,0.19999500012499688,55120.0
36,10.64,15.17,675.0,859.32,0.0,739.0,735.0,3.0,1.0,0.1388850309713619,53200.0
36,12.59,18.85,670.0,411.75,0.0,719.0,715.0,10.0,5.0,0.026086729680611473,37770.0
60,13.18,12.27,660.0,3663.46,0.0,774.0,770.0,0.0,0.0,0.32575264011151345,283370.0
60,17.97,23.35,680.0,1471.57,0.0,679.0,675.0,5.0,3.0,0.14678764415005366,287520.0
36,14.85,17.11,675.0,3924.3,0.0,614.0,610.0,10.0,6.0,0.3720843701309272,237600.0
36,15.77,35.51,660.0,4749.93,0.0,679.0,675.0,5.0,2.0,0.2941133218629138,315400.0
36,8.38,20.7,675.0,729.94,0.0,714.0,710.0,3.0,2.0,0.15400123200985608,46090.00000000001
36,16.59,29.0,690.0,121.9,0.0,669.0,665.0,14.0,7.0,0.04687353520202494,24885.0
36,14.48,11.19,670.0,2134.68,0.0,654.0,650.0,2.0,0.0,0.35998560057597695,130320.0
36,11.49,16.09,670.0,4174.55,0.0,694.0,690.0,3.0,1.0,0.32050871142677656,287250.0
36,9.8,20.21,695.0,2305.32,0.0,689.0,685.0,4.0,2.0,0.19999733336888842,147000.0
36,11.22,12.12,685.0,3631.76,0.0,689.0,685.0,6.0,2.0,0.1999980000199998,224400.0
36,13.18,16.01,765.0,1577.38,0.0,569.0,565.0,3.0,1.0,0.3999920001599968,263600.0
36,9.17,10.67,665.0,1531.77,0.0,674.0,670.0,3.0,1.0,0.246150059229858,146720.0
36,10.64,9.86,680.0,3020.69,0.0,684.0,680.0,4.0,1.0,0.13793008324080525,212800.0
36,9.76,7.74,750.0,1098.15,0.0,809.0,805.0,5.0,3.0,0.07999920000799993,78080.0
60,8.18,2.67,695.0,1509.86,0.0,714.0,710.0,3.0,2.0,0.34117245679462593,237220.0
60,13.67,28.45,675.0,1871.33,0.0,589.0,585.0,5.0,2.0,0.3555476544965667,218720.0
60,13.18,32.77,720.0,3943.71,0.0,564.0,560.0,6.0,3.0,0.34999650003499966,461300.0
60,10.64,27.67,730.0,2466.71,0.0,639.0,635.0,8.0,3.0,0.2133304889268143,170240.0
36,10.64,18.06,685.0,860.66,0.0,629.0,625.0,2.0,2.0,0.05813885885047848,53200.0
36,7.89,23.5,750.0,209.78,0.0,779.0,775.0,5.0,0.0,0.17999550011249718,56808.0
36,9.8,23.45,725.0,1918.82,0.0,799.0,795.0,8.0,5.0,0.2666631111585179,196000.0
36,10.78,10.17,670.0,2653.9,0.0,724.0,720.0,2.0,2.0,0.37499062523436916,161700.0
36,7.89,10.37,700.0,3124.39,0.0,759.0,755.0,3.0,3.0,0.19230621302913053,197250.0
36,11.49,3.55,675.0,270.84,0.0,664.0,660.0,0.0,0.0,0.0639974401023959,18384.0
60,12.05,23.63,790.0,4088.59,0.0,759.0,755.0,3.0,2.0,0.23076745563495665,361500.0
60,14.33,34.86,705.0,5681.68,0.0,704.0,700.0,6.0,4.0,0.23809240366186116,286600.0
36,11.22,18.96,665.0,2716.49,0.0,714.0,710.0,10.0,6.0,0.10135066654955034,168300.0
36,16.99,14.8,680.0,285.28,0.0,624.0,620.0,9.0,4.0,0.0071428061228134086,16990.0
36,11.22,20.08,695.0,2674.15,0.0,664.0,660.0,1.0,0.0,0.3999933334444426,269280.0
36,8.38,22.36,665.0,3215.15,0.0,739.0,735.0,2.0,0.0,0.14999906250585934,201120.00000000003
36,11.49,26.67,665.0,2459.58,0.0,529.0,525.0,7.0,1.0,0.3998421098798281,157125.75
60,13.67,21.12,670.0,6390.77,0.0,724.0,720.0,8.0,2.0,0.35713921286517486,478450.0
36,13.67,6.62,665.0,808.58,0.0,594.0,590.0,1.0,1.0,0.09230627221119675,82020.0
60,16.99,25.22,700.0,3912.56,0.0,509.0,505.0,2.0,0.0,0.3333277778703688,339799.99999999994
36,11.49,6.51,675.0,2205.25,0.0,694.0,690.0,1.0,0.0,0.2666607408724251,137880.0
36,10.64,10.89,665.0,2055.35,0.0,639.0,635.0,3.0,1.0,0.2999925001874953,127680.0
36,12.59,14.6,705.0,1551.59,0.0,519.0,515.0,7.0,1.0,0.11110987655692714,125900.0
36,11.22,31.35,665.0,869.56,0.0,569.0,565.0,3.0,2.0,0.14999750004166598,100980.0
36,11.22,25.75,660.0,637.1,0.0,639.0,635.0,2.0,1.0,0.05538376332671805,40392.0
36,12.59,21.34,670.0,756.16,0.0,689.0,685.0,5.0,5.0,0.2666631111585179,251800.0
36,5.32,4.81,760.0,833.92,0.0,759.0,755.0,11.0,4.0,0.12194973232033755,53200.0
60,18.49,19.99,690.0,5078.06,0.0,584.0,580.0,4.0,4.0,0.38208384949478363,473343.99999999994
36,11.99,22.22,660.0,3919.2,0.0,649.0,645.0,2.0,1.0,0.21621387876887818,239800.0
36,9.99,25.21,720.0,842.1,0.0,674.0,670.0,2.0,0.0,0.3846005922849121,99900.0
36,12.59,12.6,665.0,3731.06,0.0,749.0,745.0,11.0,3.0,0.31033947690557057,226620.0
36,10.99,11.84,670.0,3151.59,0.0,714.0,710.0,4.0,1.0,0.16666555556296292,274750.0
36,7.89,3.58,760.0,1515.22,0.0,819.0,815.0,0.0,0.0,0.19480266490045584,118350.0
36,9.76,36.21,685.0,1369.97,0.0,784.0,780.0,8.0,5.0,0.1704526084930853,146400.0
36,18.49,19.76,675.0,0.0,0.0,514.0,510.0,7.0,5.0,0.35999345466446064,366101.99999999994
36,15.41,25.3,660.0,1096.27,0.0,589.0,585.0,3.0,2.0,0.15669722111517698,66648.25
36,6.49,25.21,730.0,846.66,0.0,744.0,740.0,10.0,6.0,0.09999916667361106,77880.0
36,10.64,19.62,695.0,795.05,0.0,679.0,675.0,2.0,0.0,0.12499687507812304,53200.0
36,6.24,9.52,730.0,2371.17,0.0,719.0,715.0,2.0,0.0,0.2181798347287752,149760.0
60,17.86,27.45,675.0,6019.33,0.0,654.0,650.0,6.0,3.0,0.28206507496448324,365237.0
60,11.99,22.44,730.0,680.69,0.0,799.0,795.0,8.0,5.0,0.2438994646406751,239800.0
36,13.18,23.98,710.0,1194.07,0.0,739.0,735.0,7.0,3.0,0.1999966667222213,158160.0
36,9.76,22.16,670.0,315.82,0.0,719.0,715.0,11.0,5.0,0.12727041326521335,68320.0
36,16.99,38.64,670.0,4694.54,166.65,614.0,610.0,4.0,2.0,0.3399938182942128,317712.99999999994
36,9.17,8.98,670.0,1230.31,0.0,674.0,670.0,5.0,2.0,0.10294016725326223,96285.0
36,7.91,4.69,675.0,1357.62,0.0,779.0,775.0,4.0,2.0,0.14933233778441476,177184.0
36,16.59,9.6,675.0,1122.73,0.0,564.0,560.0,3.0,1.0,0.21577811694121363,68019.0
36,18.49,14.57,665.0,1082.64,0.0,639.0,635.0,5.0,4.0,0.06249888394850092,64714.99999999999
36,11.99,24.97,665.0,3079.84,0.0,609.0,605.0,4.0,3.0,0.20252908191035557,191840.0
36,11.22,16.94,670.0,1461.24,0.0,634.0,630.0,1.0,1.0,0.18181404968068907,89760.0
60,10.64,13.07,715.0,1601.46,0.0,729.0,725.0,5.0,4.0,0.2538422485807911,175560.0
36,13.99,21.24,675.0,2122.17,0.0,679.0,675.0,11.0,9.0,0.08333263889467588,139900.0
36,8.38,14.11,670.0,947.15,0.0,639.0,635.0,6.0,3.0,0.07999920000799993,67040.0
60,15.41,8.62,715.0,740.52,0.0,529.0,525.0,8.0,4.0,0.49999166680555324,462300.0
36,11.22,17.62,715.0,610.21,0.0,579.0,575.0,5.0,3.0,0.14749705005899882,82747.5
36,16.55,5.28,670.0,2735.31,0.0,619.0,615.0,2.0,0.0,0.3399902859918288,196945.0
36,16.55,25.2,660.0,1877.5,0.0,679.0,675.0,4.0,1.0,0.1999960000799984,165500.0
36,12.59,27.75,665.0,2462.17,0.0,694.0,690.0,1.0,0.0,0.4999791675346861,151080.0
36,9.76,10.0,745.0,799.17,0.0,499.0,0.0,3.0,1.0,0.2121147844004727,68320.0
36,5.32,4.47,780.0,824.46,0.0,764.0,760.0,1.0,1.0,0.1639317388239537,53200.0
36,11.99,17.22,660.0,1169.24,0.0,669.0,665.0,5.0,1.0,0.10736333542095375,71940.0
60,14.48,26.62,660.0,1604.32,0.0,514.0,510.0,9.0,3.0,0.19354526539894518,173760.0
36,11.22,14.39,685.0,362.32,0.0,689.0,685.0,3.0,1.0,0.0249996875039062,22440.0
60,11.22,9.16,675.0,2132.12,0.0,684.0,680.0,3.0,1.0,0.2666637037366251,269280.0
36,6.89,15.68,730.0,1640.72,0.0,769.0,765.0,2.0,0.0,0.3333259260905313,103350.0
60,18.2,20.1,695.0,5668.89,0.0,699.0,695.0,34.0,16.0,0.28571020413994086,364000.0
36,12.59,20.25,725.0,3211.51,0.0,744.0,740.0,2.0,1.0,0.45998850028749283,231656.0
36,11.99,9.12,665.0,1407.26,0.0,499.0,0.0,5.0,1.0,0.2499937501562461,119900.0
36,7.89,14.96,780.0,2237.16,0.0,829.0,825.0,2.0,2.0,0.2195095181766076,142020.0
36,8.38,13.57,710.0,1015.98,0.0,774.0,770.0,5.0,3.0,0.28570845492949126,117320.00000000001
36,19.99,16.79,700.0,280.82,0.0,574.0,570.0,13.0,9.0,0.05555493827846357,99949.99999999999
60,14.33,19.22,725.0,3112.31,0.0,549.0,545.0,4.0,1.0,0.19878711633683327,176617.25
36,8.38,18.63,760.0,645.12,0.0,804.0,800.0,11.0,8.0,0.06868037526957048,41900.00000000001
60,12.59,26.9,730.0,2934.37,0.0,784.0,780.0,4.0,1.0,0.1363623967054845,188850.0
36,10.64,25.7,690.0,1008.44,15.0,614.0,610.0,0.0,0.0,0.07999893334755537,63840.0
36,10.64,5.43,675.0,1718.72,0.0,724.0,720.0,1.0,0.0,0.12820348457071062,106400.0
60,14.33,29.57,690.0,1131.52,0.0,734.0,730.0,1.0,0.0,0.4999909092561953,394075.0
36,8.18,7.88,665.0,1567.73,0.0,674.0,670.0,4.0,0.0,0.08333275463364838,98160.0
60,17.86,29.32,680.0,5849.21,0.0,674.0,670.0,8.0,4.0,0.33123111982616993,446500.0
36,6.24,13.49,680.0,326.96,0.0,719.0,715.0,3.0,1.0,0.05222765454308056,22464.0
36,9.76,5.19,695.0,1207.76,0.0,809.0,805.0,5.0,2.0,0.23808956929596914,97600.0
36,16.55,38.63,670.0,1368.02,0.0,624.0,620.0,1.0,0.0,0.22726239716376528,82750.0
36,11.99,22.63,675.0,1132.71,0.0,499.0,0.0,5.0,2.0,0.17072754323065292,83930.0
36,15.41,20.55,680.0,2640.09,0.0,669.0,665.0,4.0,3.0,0.18408756204432647,156026.25
36,10.64,24.06,665.0,2608.2,0.0,714.0,710.0,5.0,1.0,0.18072071420826255,159600.0
60,8.18,12.78,720.0,4437.85,0.0,709.0,705.0,13.0,2.0,0.2941141868919189,204500.0
36,9.76,25.41,670.0,309.4,0.0,499.0,0.0,8.0,3.0,0.028571020413994085,19520.0
36,12.88,38.45,675.0,3763.98,0.0,699.0,695.0,1.0,1.0,0.36302032913843174,231840.0
36,7.89,26.93,710.0,3135.12,0.0,679.0,675.0,7.0,1.0,0.3333288889481474,197250.0
36,9.17,12.2,680.0,2195.48,0.0,734.0,730.0,1.0,0.0,0.3124934897189642,137550.0
36,18.2,33.58,690.0,2818.29,0.0,539.0,535.0,11.0,1.0,0.2535678061741975,323050.0
36,13.18,13.14,685.0,949.21,0.0,759.0,755.0,7.0,4.0,0.09648953527131103,72490.0
36,7.26,4.68,715.0,2838.7,0.0,744.0,740.0,5.0,2.0,0.4032193029144691,181500.0
36,8.49,22.67,665.0,260.77,0.0,499.0,0.0,4.0,3.0,0.2857061226822091,84900.0
36,7.89,22.56,700.0,3191.19,0.0,794.0,790.0,2.0,1.0,0.3457959869293054,207901.5
60,16.55,34.72,695.0,8894.33,0.0,689.0,685.0,4.0,0.0,0.34285224496792904,397200.0
36,15.41,5.95,670.0,7548.43,104.6,669.0,665.0,0.0,0.0,0.37499531255859303,462300.0
36,9.76,14.77,690.0,1375.02,0.0,784.0,780.0,2.0,2.0,0.17991678848532552,109312.0
60,20.99,27.55,695.0,2259.09,0.0,504.0,500.0,6.0,3.0,0.39999166684027415,403007.99999999994
60,17.57,5.22,710.0,3222.24,0.0,684.0,680.0,3.0,2.0,0.3034813143880375,229288.5
36,10.64,5.88,690.0,727.31,0.0,739.0,735.0,3.0,0.0,0.07347471372300338,64106.0
36,7.89,14.16,685.0,2288.14,0.0,699.0,695.0,1.0,0.0,0.24444172842523973,173580.0
36,8.18,32.43,745.0,1369.18,0.0,689.0,685.0,6.0,2.0,0.2264954700905982,92638.5
36,13.18,20.09,700.0,3562.28,0.0,699.0,695.0,0.0,0.0,0.4995342688020192,219117.5
36,11.99,37.6,685.0,2529.63,0.0,559.0,555.0,4.0,0.0,0.2571391837259468,215820.0
36,14.85,29.12,685.0,1576.28,0.0,709.0,705.0,10.0,5.0,0.2105207757690587,118800.0
36,7.26,5.59,745.0,2301.04,0.0,724.0,720.0,7.0,4.0,0.17391153120407649,145200.0
60,14.48,22.89,705.0,3406.84,0.0,704.0,700.0,1.0,1.0,0.32050871142677656,362000.0
36,11.99,23.06,745.0,318.09,0.0,669.0,665.0,2.0,1.0,0.10769065091306287,83930.0
36,15.41,30.28,695.0,832.91,0.0,644.0,640.0,5.0,2.0,0.07999866668888851,73968.0
36,13.67,34.11,670.0,223.99,0.0,709.0,705.0,4.0,1.0,0.04999750012499375,13670.0
36,10.64,11.95,695.0,1780.43,32.56,669.0,665.0,3.0,2.0,0.1999960000799984,106400.0
60,18.49,27.46,680.0,4211.18,0.0,589.0,585.0,5.0,3.0,0.2329084441969089,340216.0
36,12.59,12.63,690.0,1499.63,0.0,749.0,745.0,9.0,5.0,0.06791610069916083,102608.5
36,9.17,14.51,695.0,1100.47,0.0,704.0,700.0,1.0,0.0,0.10815675624467111,94221.75
36,13.18,5.86,685.0,2105.45,0.0,754.0,750.0,8.0,4.0,0.06666622222518516,131800.0
60,18.2,26.3,660.0,10502.08,0.0,529.0,525.0,8.0,4.0,0.34999562505468684,509600.0
36,9.17,12.6,685.0,2039.38,0.0,559.0,555.0,2.0,1.0,0.24999583340277662,137550.0
36,10.64,35.35,705.0,1848.91,0.0,669.0,665.0,0.0,0.0,0.34919526364242404,117040.0
36,11.99,22.96,670.0,2360.28,0.0,544.0,540.0,14.0,5.0,0.16666481483539072,179850.0
36,8.49,23.94,720.0,810.49,0.0,584.0,580.0,3.0,0.0,0.10434601137371524,50940.0
36,18.49,30.42,735.0,2494.61,0.0,684.0,680.0,6.0,2.0,0.21466094237487,148844.5
36,6.89,14.59,715.0,1773.69,0.0,749.0,745.0,3.0,3.0,0.16620852777600204,125398.0
36,10.64,28.69,730.0,790.72,0.0,644.0,640.0,8.0,4.0,0.12698211139505722,85120.0
36,12.59,21.82,695.0,782.4,0.0,699.0,695.0,6.0,2.0,0.1399976667055549,105756.0
36,10.64,19.62,660.0,3461.14,0.0,774.0,770.0,4.0,2.0,0.2409609522776834,212800.0
60,12.59,20.85,660.0,731.5,0.0,659.0,655.0,4.0,1.0,0.19999733336888842,188850.0
36,15.41,20.86,680.0,960.56,0.0,669.0,665.0,4.0,1.0,0.24889836375424446,349036.5
60,13.18,11.5,775.0,402.57,0.0,679.0,675.0,2.0,2.0,0.1388869599033347,131800.0
36,8.38,28.27,700.0,1351.3,0.0,679.0,675.0,4.0,1.0,0.13440679560758592,83800.00000000001
36,11.99,30.24,665.0,631.55,0.0,719.0,715.0,2.0,1.0,0.10499737506562336,50358.0
36,9.76,26.51,685.0,143.21,0.0,689.0,685.0,6.0,2.0,0.02909064463050336,31232.0
36,14.85,20.19,705.0,4365.09,0.0,674.0,670.0,2.0,1.0,0.23904225795215783,315933.75
36,16.99,13.83,665.0,6095.99,0.0,709.0,705.0,2.0,2.0,0.3629459109774335,366983.99999999994
36,14.33,17.31,665.0,973.51,0.0,524.0,520.0,3.0,2.0,0.21977518829697124,137568.0
36,5.32,21.03,740.0,689.17,0.0,784.0,780.0,3.0,1.0,0.19849325574051518,70224.0
60,18.99,27.47,665.0,3454.79,0.0,499.0,0.0,5.0,1.0,0.3398085220644062,348466.5
36,7.89,17.5,690.0,1510.13,0.0,544.0,540.0,3.0,3.0,0.09756018243754115,94680.0
60,13.99,18.17,690.0,2890.08,0.0,549.0,545.0,0.0,0.0,0.28570918376457566,223840.0
36,16.59,20.01,675.0,1408.52,0.0,604.0,600.0,26.0,9.0,0.1181672263197802,199080.0
36,11.99,16.58,670.0,2908.12,0.0,649.0,645.0,0.0,0.0,0.24999583340277662,179850.0
60,9.76,32.33,720.0,2509.73,0.0,599.0,595.0,6.0,2.0,0.25999480010399795,126880.0
36,9.76,10.82,725.0,769.91,0.0,744.0,740.0,8.0,4.0,0.045454132235161496,48800.0
36,11.99,18.3,665.0,2159.68,0.0,719.0,715.0,21.0,13.0,0.13554080782321462,161865.0
36,12.59,25.01,660.0,1529.62,0.0,679.0,675.0,2.0,2.0,0.15872763924382152,125900.0
60,9.76,13.44,740.0,1053.06,0.0,674.0,670.0,1.0,0.0,0.246150059229858,156160.0
36,11.99,22.68,680.0,4393.66,0.0,724.0,720.0,4.0,4.0,0.3819391397341704,329725.0
36,13.67,21.51,660.0,1779.61,0.0,674.0,670.0,7.0,3.0,0.2631509697113234,136700.0
36,7.26,6.83,715.0,601.44,0.0,639.0,635.0,0.0,0.0,0.0881340994220437,37752.0
36,6.89,25.0,710.0,1466.91,0.0,509.0,505.0,2.0,1.0,0.2438994646406751,137800.0
36,10.64,27.75,765.0,279.97,0.0,719.0,715.0,6.0,3.0,0.03899142188718482,19152.0
36,6.24,22.58,810.0,2008.25,0.0,749.0,745.0,3.0,0.0,0.2799972000279997,174720.0
36,7.26,21.71,710.0,900.07,0.0,664.0,660.0,5.0,1.0,0.1846125444223935,87120.0
36,12.59,14.39,695.0,1025.88,0.0,704.0,700.0,8.0,4.0,0.04854321802700945,62950.0
60,8.38,15.99,795.0,2644.73,0.0,739.0,735.0,4.0,2.0,0.1694097716497453,120672.00000000001
36,13.18,35.63,660.0,2153.72,0.0,634.0,630.0,3.0,1.0,0.2222172840603542,131800.0
36,10.64,12.33,660.0,1983.37,0.0,584.0,580.0,5.0,4.0,0.26285338780874556,195776.0
36,16.55,4.27,720.0,462.79,0.0,689.0,685.0,1.0,0.0,0.015478151041989128,41375.0
60,21.99,28.44,720.0,88.73,0.0,724.0,720.0,5.0,4.0,0.33661937965857175,769650.0
36,14.48,6.55,690.0,5917.93,0.0,734.0,730.0,3.0,2.0,0.47979846541412663,361276.0
36,13.67,28.77,675.0,4034.88,0.0,699.0,695.0,7.0,6.0,0.27691881663359025,246060.0
60,13.18,27.74,765.0,1695.62,0.0,559.0,555.0,3.0,2.0,0.18181652894064598,263600.0
36,5.32,25.93,750.0,448.0,0.0,599.0,595.0,6.0,1.0,0.04054026661982014,31920.0
36,5.32,23.39,775.0,1211.56,0.0,819.0,815.0,2.0,0.0,0.26548202686678113,79800.0
36,13.67,13.56,675.0,519.38,0.0,674.0,670.0,6.0,5.0,0.02631551246828981,34175.0
36,12.05,16.54,670.0,1949.28,0.0,679.0,675.0,3.0,1.0,0.23808956929596914,120500.0
36,18.99,7.15,660.0,136.43,0.0,679.0,675.0,7.0,3.0,0.06033252889961467,85929.75
36,6.89,14.61,705.0,743.95,0.0,674.0,670.0,5.0,4.0,0.08695576560203824,68900.0
36,9.76,21.95,660.0,1176.77,0.0,569.0,565.0,3.0,0.0,0.11466513779816269,83936.0
60,11.22,22.29,670.0,2913.0,0.0,679.0,675.0,4.0,1.0,0.3249918752031199,145860.0
36,12.59,36.14,690.0,205.16,0.0,724.0,720.0,2.0,2.0,0.040030423121572394,12590.0
36,14.48,26.75,660.0,623.3,0.0,569.0,565.0,9.0,3.0,0.0999980000399992,72400.0
36,8.49,35.56,720.0,58.96,0.0,659.0,655.0,4.0,1.0,0.08333263889467588,84900.0
36,7.89,21.13,690.0,2964.95,0.0,524.0,520.0,5.0,3.0,0.25509943776083915,197250.0
36,12.59,38.11,660.0,1933.48,0.0,684.0,680.0,1.0,0.0,0.2999906252929596,120864.0
36,9.76,17.55,700.0,400.08,0.0,499.0,0.0,6.0,1.0,0.1673564623204911,58804.0
36,7.26,3.92,780.0,404.09,15.0,744.0,740.0,0.0,0.0,0.14285131219133912,25410.0
36,9.17,11.04,665.0,2082.45,0.0,709.0,705.0,5.0,1.0,0.11904667423274419,137550.0
36,13.18,23.1,690.0,1162.98,0.0,799.0,795.0,1.0,1.0,0.35968827016585625,71172.0
36,9.76,14.32,680.0,1648.72,0.0,689.0,685.0,2.0,0.0,0.2999914288163195,102480.0
36,13.67,14.67,665.0,1534.06,0.0,584.0,580.0,9.0,1.0,0.17999600008888691,110727.0
36,10.64,20.65,670.0,2169.73,0.0,684.0,680.0,8.0,4.0,0.13333234568632826,191520.0
60,16.55,17.19,675.0,8044.15,0.0,499.0,0.0,5.0,3.0,0.46773439138078415,479950.0
36,11.49,9.56,730.0,2528.38,0.0,794.0,790.0,1.0,0.0,0.2749965625429682,252780.0
60,18.99,32.4,680.0,12093.44,0.0,729.0,725.0,5.0,1.0,0.38461115811914154,664650.0
36,7.89,10.03,690.0,1004.98,0.0,719.0,715.0,0.0,0.0,0.07999920000799993,63120.0
36,16.55,20.86,670.0,757.52,0.0,669.0,665.0,8.0,2.0,0.31248046997062684,82750.0
36,12.59,30.55,675.0,1762.03,0.0,684.0,680.0,5.0,1.0,0.30688596944932933,112051.0
60,18.49,38.46,670.0,4074.39,0.0,499.0,0.0,8.0,4.0,0.31324672195337444,288444.0
36,16.99,,685.0,3891.0,0.0,649.0,645.0,3.0,1.0,20000.0,339799.99999999994
36,13.18,23.39,660.0,1157.27,0.0,589.0,585.0,7.0,4.0,0.09411653980541405,105440.0
36,11.99,26.09,720.0,1426.65,0.0,704.0,700.0,2.0,2.0,0.21548917996927164,99217.25
36,6.24,9.0,725.0,1678.94,0.0,579.0,575.0,3.0,0.0,0.16345996673108912,106080.0
36,9.17,21.48,680.0,1013.08,0.0,569.0,565.0,2.0,1.0,0.22499437514062148,82530.0
36,13.18,28.88,690.0,3013.53,23.69,654.0,650.0,7.0,4.0,0.4998039984319875,184849.5
36,12.59,21.37,680.0,3001.89,30.000000036,639.0,635.0,5.0,3.0,0.23729119194767298,182240.25
36,11.99,11.93,670.0,943.28,0.0,544.0,540.0,13.0,4.0,0.09230627221119675,71940.0
36,12.05,13.9,665.0,1239.05,0.0,634.0,630.0,4.0,2.0,0.10541490975150414,76216.25
60,18.2,11.63,685.0,10742.36,0.0,689.0,685.0,2.0,0.0,0.45999163651569974,460460.0
36,11.48,23.07,660.0,3423.05,29.670000166,674.0,670.0,0.0,0.0,0.36584622263775124,206640.0
36,13.18,23.11,675.0,1505.43,0.0,509.0,505.0,9.0,2.0,0.22570783691894516,104122.0
60,17.57,12.16,670.0,784.61,0.0,639.0,635.0,8.0,3.0,0.19999733336888842,263550.0
36,11.22,10.26,685.0,810.4,0.0,674.0,670.0,6.0,5.0,0.18181487609316194,112200.0
60,12.59,34.14,705.0,1660.28,0.0,679.0,675.0,4.0,1.0,0.27956120073931956,440650.0
60,13.18,26.9,670.0,2989.05,0.0,579.0,575.0,4.0,1.0,0.23333022226370315,230650.0
36,13.18,15.9,660.0,2278.46,20.27,619.0,615.0,16.0,5.0,0.17646799311774827,158160.0
36,14.48,11.17,665.0,1815.93,0.0,679.0,675.0,5.0,1.0,0.19354526539894518,173760.0
36,11.22,27.51,720.0,1010.53,0.0,659.0,655.0,6.0,4.0,0.09230627221119675,67320.0
36,11.49,18.16,695.0,2808.43,0.0,769.0,765.0,4.0,3.0,0.17646851213515136,172350.0
36,8.18,11.94,660.0,1839.42,21.9900000294,554.0,550.0,4.0,1.0,0.16867266659437838,114520.0
60,16.55,32.11,685.0,2325.73,0.0,524.0,520.0,4.0,2.0,0.2883922134102379,231700.0
36,12.59,22.21,725.0,1776.81,0.0,714.0,710.0,3.0,2.0,0.439978001099945,110792.0
60,18.49,26.61,690.0,904.49,0.0,584.0,580.0,7.0,3.0,0.43966435512271473,373960.24999999994
36,11.22,14.33,670.0,466.73,0.0,624.0,620.0,4.0,1.0,0.07999771435101855,31416.0
60,18.2,15.95,660.0,5363.91,0.0,584.0,580.0,6.0,3.0,0.2666631111585179,364000.0
36,13.67,9.93,660.0,1354.41,0.0,639.0,635.0,2.0,0.0,0.2997275204359673,82703.5
36,10.64,27.53,680.0,247.29,0.0,509.0,505.0,5.0,3.0,0.046295438973352344,26600.0
36,9.76,29.33,680.0,2669.4,0.0,774.0,770.0,3.0,2.0,0.2266636444847402,165920.0
36,9.8,21.3,680.0,784.25,0.0,709.0,705.0,3.0,2.0,0.0490191272634582,49000.0
