term,int_rate,dti,fico_range_low,total_rec_int,total_rec_late_fee,last_fico_range_high,last_fico_range_low,acc_open_past_24mths,num_tl_op_past_12m,loan_to_income,loan_int_rate_interaction
36,12.59,18.72,670.0,772.51,30.0,649.0,645.0,6.0,4.0,0.04363596694575504,60432.0
36,11.99,17.64,700.0,1094.95,0.0,714.0,710.0,2.0,2.0,0.0749990625117186,71940.0
36,9.17,19.35,660.0,1054.41,0.0,649.0,645.0,11.0,4.0,0.14399712005759885,66024.0
60,10.64,20.18,790.0,8520.26,0.0,824.0,820.0,3.0,1.0,0.30434517960713386,372400.0
36,17.57,14.18,675.0,795.57,0.0,754.0,750.0,9.0,4.0,0.123075029614929,140560.0
36,11.22,23.76,675.0,552.49,0.0,524.0,520.0,6.0,4.0,0.046153136105598375,33660.0
60,14.48,15.08,660.0,2364.53,0.0,709.0,705.0,6.0,3.0,0.23076627222727913,260640.0
36,16.99,9.45,665.0,35.4,0.0,679.0,675.0,5.0,3.0,0.11999904000767994,254849.99999999997
36,16.59,22.76,675.0,1556.62,0.0,704.0,700.0,3.0,1.0,0.4195469762184253,160093.5
36,12.05,19.15,670.0,1372.01,0.0,619.0,615.0,4.0,1.0,0.34998250087495625,84350.0
36,12.59,16.65,660.0,1667.61,0.0,769.0,765.0,21.0,11.0,0.13043364840305738,188850.0
36,14.48,23.36,725.0,4275.56,0.0,724.0,720.0,2.0,0.0,0.3333271606081369,260640.0
60,9.17,6.56,755.0,470.05,0.0,724.0,720.0,3.0,1.0,0.11864306234692926,128380.0
36,7.26,2.3,690.0,1237.51,0.0,704.0,700.0,3.0,2.0,0.2999940001199976,108900.0
36,7.89,33.58,680.0,315.46,0.0,684.0,680.0,14.0,6.0,0.08827975855486035,63120.0
60,7.89,21.86,700.0,1186.7,0.0,739.0,735.0,2.0,0.0,0.17142612248396452,94680.0
60,17.86,25.88,670.0,6194.73,0.0,629.0,625.0,5.0,0.0,0.3799242264193462,481773.5
36,11.22,17.66,665.0,1850.83,0.0,729.0,725.0,3.0,2.0,0.16438130984507063,134640.0
60,16.55,20.38,760.0,3638.76,0.0,709.0,705.0,4.0,2.0,0.35817530590352903,326035.0
36,7.89,14.88,680.0,1198.9,0.0,694.0,690.0,7.0,2.0,0.10666595556029626,126240.0
36,9.76,1.34,665.0,1564.46,0.0,609.0,605.0,2.0,1.0,0.10869447071227487,97600.0
36,7.26,29.34,715.0,3022.4,0.0,714.0,710.0,5.0,1.0,0.20719816795379897,232320.0
60,18.49,17.16,660.0,3987.78,0.0,594.0,590.0,5.0,1.0,0.28571020413994086,369799.99999999994
36,9.99,16.06,660.0,523.86,0.0,649.0,645.0,3.0,1.0,0.053332622231703576,39960.0
36,10.78,10.6,665.0,859.61,0.0,709.0,705.0,4.0,1.0,0.0929564372332784,71148.0
36,8.49,22.52,740.0,1958.77,0.0,719.0,715.0,1.0,0.0,0.17083129962738539,121831.5
60,15.41,21.27,695.0,4446.91,0.0,749.0,745.0,4.0,3.0,0.4594669149339678,205338.25
60,16.99,30.07,685.0,1611.73,0.0,499.0,0.0,5.0,2.0,0.43937115823866263,238709.49999999997
36,9.17,26.01,780.0,713.54,0.0,764.0,760.0,7.0,3.0,0.06964186225911058,44703.75
36,7.26,30.36,705.0,737.24,0.0,784.0,780.0,6.0,3.0,0.17499562510937228,50820.0
60,18.2,26.83,695.0,4537.44,0.0,559.0,555.0,6.0,3.0,0.41666170640825706,637000.0
60,18.2,12.79,670.0,2698.26,0.0,504.0,500.0,10.0,3.0,0.14633967878440507,218400.0
36,12.05,24.64,685.0,997.12,0.0,509.0,505.0,5.0,2.0,0.36665851869958443,198825.0
60,18.99,38.82,680.0,2284.01,0.0,699.0,695.0,1.0,1.0,0.4594198515899416,375052.49999999994
36,9.99,2.04,770.0,965.34,0.0,684.0,680.0,2.0,2.0,0.20407469133702935,59940.0
60,13.67,13.73,660.0,4391.73,0.0,724.0,720.0,6.0,3.0,0.11428489796501454,218720.0
60,16.55,27.33,670.0,1022.47,0.0,534.0,530.0,7.0,4.0,0.24832781493744582,184946.25
36,7.89,15.12,685.0,1393.34,0.0,759.0,755.0,2.0,1.0,0.20512557531313702,126240.0
60,14.48,1.69,680.0,4533.88,0.0,524.0,520.0,1.0,0.0,0.37777078202255515,295392.0
36,9.17,10.6,710.0,735.63,0.0,779.0,775.0,6.0,3.0,0.07692189350933062,45850.0
36,13.18,13.1,665.0,891.55,0.0,629.0,625.0,4.0,3.0,0.4399890002749931,231968.0
36,10.78,12.14,670.0,1126.74,0.0,774.0,770.0,4.0,1.0,0.1857089797434359,70070.0
36,16.55,18.52,665.0,6012.7,0.0,574.0,570.0,9.0,3.0,0.26053902965024517,357893.75
36,5.32,15.21,745.0,838.35,0.0,749.0,745.0,0.0,0.0,0.14285510206997043,53200.0
36,7.26,31.5,730.0,756.03,0.0,724.0,720.0,3.0,0.0,0.1526994397839303,116160.0
36,13.18,16.55,680.0,5379.12,0.0,719.0,715.0,4.0,3.0,0.3968190981095538,329500.0
36,13.67,13.79,670.0,5568.34,0.0,629.0,625.0,5.0,2.0,0.38460946754665315,341750.0
36,14.33,29.01,705.0,5295.95,0.0,729.0,725.0,2.0,1.0,0.499988889135797,322425.0
36,7.26,3.6,710.0,627.62,0.0,729.0,725.0,1.0,0.0,0.15999680006399872,58080.0
36,11.99,11.67,670.0,4880.94,0.0,644.0,640.0,1.0,1.0,0.21008226821623346,299750.0
36,14.48,30.26,710.0,1282.0,0.0,709.0,705.0,2.0,2.0,0.1655149584143667,173760.0
36,8.49,15.08,700.0,313.41,0.0,794.0,790.0,4.0,4.0,0.048542746742781695,21225.0
36,12.59,23.99,675.0,3282.96,0.0,579.0,575.0,4.0,2.0,0.246150059229858,201440.0
36,10.99,14.23,700.0,1630.32,0.0,689.0,685.0,5.0,4.0,0.24389649032950417,109900.0
36,7.89,33.17,680.0,1510.13,0.0,749.0,745.0,1.0,0.0,0.285707483155163,94680.0
36,12.59,35.01,695.0,1025.88,0.0,699.0,695.0,3.0,1.0,0.32255983484936457,62950.0
36,13.67,12.19,705.0,283.21,0.0,574.0,570.0,1.0,0.0,0.18420567879792638,95690.0
36,9.99,24.35,725.0,2588.22,0.0,764.0,760.0,3.0,2.0,0.3090852893583753,169830.0
36,11.49,11.35,660.0,1114.11,0.0,804.0,800.0,3.0,1.0,0.11999760004799905,68940.0
60,13.67,27.69,690.0,2297.22,0.0,674.0,670.0,1.0,0.0,0.15384418148485277,164040.0
60,9.76,9.07,715.0,3190.78,19.02,574.0,570.0,1.0,1.0,0.233763197880547,175680.0
36,11.22,20.5,680.0,489.68,0.0,719.0,715.0,6.0,2.0,0.03723701359150996,33660.0
36,11.99,11.67,680.0,3897.48,0.0,754.0,750.0,3.0,2.0,0.22727014465744708,239800.0
36,10.99,26.89,700.0,2071.47,0.0,674.0,670.0,3.0,3.0,0.15584213192036467,131880.0
36,7.26,6.93,755.0,1032.56,0.0,779.0,775.0,5.0,3.0,0.09599923200614395,87120.0
36,7.89,12.67,675.0,1144.11,0.0,769.0,765.0,0.0,0.0,0.38939125167654565,71010.0
36,15.77,7.86,670.0,1011.72,0.0,619.0,615.0,3.0,3.0,0.20833023318105384,220780.0
60,16.55,24.91,695.0,5770.02,0.0,614.0,610.0,5.0,4.0,0.33961623365596877,297900.0
36,7.26,22.07,710.0,2030.47,0.0,789.0,785.0,8.0,1.0,0.16071285077811806,130680.0
36,9.17,7.98,675.0,550.94,0.0,739.0,735.0,1.0,1.0,0.05882266437258275,36680.0
36,12.59,18.51,720.0,576.48,0.0,769.0,765.0,3.0,3.0,0.05454446282794858,37770.0
36,6.49,26.4,770.0,475.31,0.0,809.0,805.0,2.0,1.0,0.09230627221119675,38940.0
36,7.89,14.52,780.0,1187.04,0.0,774.0,770.0,0.0,0.0,0.33927359737152246,74955.0
36,11.22,30.03,660.0,1779.15,0.0,539.0,535.0,4.0,1.0,0.27631215378745017,235620.0
36,8.38,27.02,690.0,840.81,0.0,679.0,675.0,12.0,10.0,0.10483701875776197,54470.00000000001
36,5.32,5.14,695.0,486.12,0.0,754.0,750.0,3.0,1.0,0.15999733337777702,51072.0
36,6.24,18.31,755.0,1476.2,0.0,804.0,800.0,4.0,3.0,0.23932605782117558,93600.0
60,17.86,29.26,720.0,4594.03,0.0,734.0,730.0,1.0,1.0,0.2879942401151977,257184.0
36,5.32,14.36,750.0,1073.65,0.0,784.0,780.0,0.0,0.0,0.27322031119793444,106400.0
36,8.38,12.81,680.0,24.32,0.0,709.0,705.0,2.0,1.0,0.03157861496194777,25140.000000000004
60,16.55,37.72,670.0,1499.53,0.0,664.0,660.0,6.0,3.0,0.17142612248396452,198600.0
36,9.17,35.5,730.0,529.65,0.0,704.0,700.0,1.0,0.0,0.21427295994286055,33012.0
36,11.99,7.78,675.0,413.28,0.0,654.0,650.0,7.0,4.0,0.3026945217696819,134288.0
36,7.89,8.53,680.0,680.6,0.0,669.0,665.0,3.0,1.0,0.07316983939220253,47340.0
60,18.2,30.27,675.0,5932.15,0.0,554.0,550.0,4.0,1.0,0.43999120017599647,400400.0
36,8.38,14.31,695.0,2403.88,0.0,784.0,780.0,1.0,1.0,0.1407396982244576,159220.00000000003
36,8.49,12.35,675.0,3123.22,0.0,709.0,705.0,1.0,1.0,0.22999770002299977,195270.0
60,14.48,25.2,680.0,9023.98,0.0,674.0,670.0,5.0,3.0,0.45453856759746064,434400.0
36,10.64,11.85,710.0,1028.41,0.0,769.0,765.0,2.0,1.0,0.3333287037680032,255360.0
36,6.24,28.37,705.0,590.47,0.0,674.0,670.0,7.0,2.0,0.13333037043621254,37440.0
36,15.41,30.2,695.0,1426.14,0.0,744.0,740.0,2.0,0.0,0.43252595155709345,148321.25
36,14.85,33.29,675.0,1164.6,0.0,639.0,635.0,7.0,4.0,0.04678594720276746,73507.5
36,11.22,18.33,660.0,348.21,0.0,509.0,505.0,8.0,2.0,0.1001983928177792,56100.0
36,13.18,38.21,690.0,1376.08,0.0,584.0,580.0,7.0,4.0,0.16215997081120526,158160.0
36,13.18,6.18,685.0,4138.35,0.0,739.0,735.0,6.0,4.0,0.24301041299619688,263600.0
36,9.17,21.95,660.0,1209.58,0.0,689.0,685.0,2.0,1.0,0.12692112429039554,75652.5
36,13.18,12.48,660.0,398.22,0.0,664.0,660.0,4.0,2.0,0.35713647970571955,263600.0
36,6.24,24.14,745.0,101.52,0.0,729.0,725.0,6.0,3.0,0.10203977510433566,62400.0
36,16.99,31.57,675.0,3750.78,0.0,659.0,655.0,6.0,2.0,0.2966600742205729,226816.49999999997
36,13.67,20.36,665.0,2786.84,0.0,669.0,665.0,4.0,3.0,0.24999583340277662,205050.0
36,13.44,18.88,665.0,1798.54,0.0,559.0,555.0,2.0,1.0,0.3358221392620246,135408.0
36,5.32,8.35,715.0,410.83,0.0,724.0,720.0,7.0,2.0,0.15384497042330444,106400.0
36,7.26,22.61,715.0,760.76,0.0,719.0,715.0,0.0,0.0,0.4795592136589348,51183.0
36,11.22,20.63,665.0,105.83,0.0,549.0,545.0,4.0,4.0,0.17543551867511095,112200.0
36,16.55,14.81,665.0,2533.2,0.0,654.0,650.0,6.0,6.0,0.1282034160868578,158880.0
36,10.64,4.66,660.0,439.15,0.0,684.0,680.0,9.0,3.0,0.06282554064747263,76874.0
60,15.41,37.61,675.0,899.88,0.0,689.0,685.0,9.0,3.0,0.33961623365596877,277380.0
36,13.18,18.13,670.0,29.1,0.0,709.0,705.0,5.0,1.0,0.036110108052554095,17134.0
36,7.26,19.03,705.0,1731.82,0.0,729.0,725.0,3.0,1.0,0.24193158174868148,108900.0
36,14.48,25.14,675.0,1433.88,0.0,599.0,595.0,7.0,3.0,0.11293984776649686,139008.0
36,13.67,19.09,680.0,4568.3,0.0,674.0,670.0,8.0,4.0,0.3076875740373225,273400.0
36,11.99,29.97,665.0,442.57,0.0,789.0,785.0,4.0,3.0,0.12254568230712672,53955.0
36,13.18,15.38,680.0,3847.52,0.0,674.0,670.0,6.0,3.0,0.37332835562192507,369040.0
36,7.89,28.6,715.0,1929.64,0.0,769.0,765.0,2.0,1.0,0.46974148786449715,150107.25
60,9.17,6.38,745.0,2545.13,0.0,764.0,760.0,3.0,1.0,0.09230698225398266,110040.0
36,13.67,30.44,680.0,895.31,0.0,659.0,655.0,10.0,6.0,0.08510457224314376,54680.0
36,5.32,20.22,715.0,752.2,0.0,779.0,775.0,7.0,4.0,0.08571346939552957,47880.0
60,7.91,7.04,710.0,422.35,0.0,719.0,715.0,3.0,2.0,0.11999900000833326,113904.0
36,8.38,18.94,675.0,1808.49,0.0,689.0,685.0,2.0,0.0,0.24323886056107097,113130.00000000001
36,13.18,19.61,690.0,307.76,15.0,679.0,675.0,2.0,1.0,0.0999980000399992,65900.0
36,7.89,16.57,710.0,962.8,0.0,669.0,665.0,8.0,7.0,0.07079583366518881,63120.0
36,14.85,31.99,675.0,5095.27,0.0,699.0,695.0,1.0,0.0,0.17499854167881934,311850.0
36,6.89,27.31,725.0,1958.54,0.0,704.0,700.0,9.0,4.0,0.29999500008333196,124020.0
36,13.67,9.03,675.0,2143.77,0.0,669.0,665.0,8.0,3.0,0.25624679691503854,280235.0
60,17.57,31.53,710.0,1489.01,0.0,579.0,575.0,2.0,1.0,0.42497432446789674,210840.0
36,8.18,15.47,690.0,3527.5,0.0,549.0,545.0,7.0,1.0,0.21428418368440225,245400.0
36,14.48,21.66,660.0,1035.72,0.0,699.0,695.0,7.0,3.0,0.1999966667222213,173760.0
36,9.17,19.25,675.0,398.05,0.0,634.0,630.0,8.0,3.0,0.14399712005759885,66024.0
36,7.26,30.08,735.0,617.09,0.0,739.0,735.0,4.0,1.0,0.1542813062483929,39204.0
36,11.99,19.81,695.0,3787.53,0.0,709.0,705.0,6.0,2.0,0.3960254599133347,299150.5
60,13.67,20.1,660.0,4809.53,0.0,734.0,730.0,2.0,0.0,0.39999466673777684,410100.0
36,9.76,17.23,675.0,1884.26,0.0,794.0,790.0,3.0,3.0,0.2666607408724251,117120.0
36,11.22,19.21,685.0,422.57,0.0,659.0,655.0,4.0,0.0,0.024742012968938465,26928.0
36,10.64,22.52,660.0,499.75,0.0,634.0,630.0,1.0,1.0,0.1666638889351844,106400.0
36,9.17,7.07,695.0,2241.86,23.91,629.0,625.0,2.0,2.0,0.18749765627929652,137550.0
36,18.49,7.24,695.0,1071.49,0.0,739.0,735.0,5.0,3.0,0.12138754013844291,202003.24999999997
36,15.41,31.84,670.0,3606.94,0.0,499.0,0.0,4.0,3.0,0.49999166680555324,462300.0
36,10.99,26.98,715.0,1131.68,0.0,514.0,510.0,1.0,0.0,0.3999840006399744,109900.0
36,6.89,3.45,715.0,1093.82,0.0,669.0,665.0,9.0,2.0,0.07999936000511997,68900.0
60,20.99,10.75,730.0,10843.21,0.0,689.0,685.0,3.0,2.0,0.45999386674844334,724155.0
36,10.64,27.03,705.0,2776.58,0.0,634.0,630.0,15.0,5.0,0.2842075346575299,287280.0
36,11.99,7.56,660.0,959.75,0.0,719.0,715.0,1.0,0.0,0.07035613776946044,59050.75
36,6.24,10.22,730.0,1476.2,0.0,729.0,725.0,2.0,0.0,0.09999933333777775,93600.0
36,5.32,3.03,700.0,1006.82,0.0,694.0,690.0,3.0,2.0,0.09999916667361106,63840.0
36,14.48,12.99,660.0,591.19,0.0,499.0,0.0,7.0,6.0,0.05999880002399952,43440.0
60,17.57,22.16,710.0,12596.97,44.03,554.0,550.0,4.0,2.0,0.4666604445274063,614950.0
36,7.89,5.22,685.0,1340.89,0.0,809.0,805.0,1.0,0.0,0.1331280176195238,171213.0
36,12.59,12.56,685.0,1819.79,0.0,744.0,740.0,10.0,3.0,0.11707174302752406,120864.0
36,9.17,13.65,660.0,2252.16,0.0,644.0,640.0,1.0,1.0,0.18749765627929652,137550.0
36,10.99,21.85,665.0,2126.42,0.0,654.0,650.0,3.0,2.0,0.24999479177517134,131880.0
36,7.26,18.4,705.0,660.91,0.0,704.0,700.0,3.0,0.0,0.1395316387990977,43560.0
60,13.67,21.15,670.0,3504.43,0.0,524.0,520.0,3.0,3.0,0.2753841034526282,328080.0
36,11.22,22.02,670.0,1666.54,0.0,714.0,710.0,4.0,1.0,0.3428473472186509,134640.0
36,12.88,21.14,690.0,4184.06,0.0,689.0,685.0,8.0,0.0,0.3076875740373225,257600.00000000003
36,5.32,10.97,730.0,770.38,0.0,654.0,650.0,12.0,5.0,0.3076875740373225,106400.0
36,12.05,19.7,685.0,2853.01,0.0,679.0,675.0,7.0,2.0,0.21738894142454973,241000.0
60,15.41,30.33,670.0,5031.7,0.0,679.0,675.0,1.0,0.0,0.2499955357940037,215740.0
36,13.44,3.38,685.0,2306.86,0.0,509.0,505.0,3.0,2.0,0.2816835285556677,161280.0
36,14.85,38.98,705.0,2000.69,0.0,669.0,665.0,7.0,2.0,0.15231199422232922,122141.25
36,11.22,23.67,675.0,1376.67,0.0,544.0,540.0,6.0,5.0,0.0999987500156248,89760.0
36,12.59,16.27,690.0,21.55,0.0,694.0,690.0,5.0,4.0,0.025581097894210533,27698.0
36,8.49,7.46,675.0,512.08,0.0,544.0,540.0,3.0,3.0,0.1666638889351844,84900.0
36,14.85,27.5,670.0,448.65,0.0,514.0,510.0,4.0,3.0,0.32081996583475686,114345.0
60,14.48,10.16,675.0,6100.31,0.0,679.0,675.0,6.0,2.0,0.23333074076954702,304080.0
36,10.64,25.8,715.0,1924.07,0.0,699.0,695.0,2.0,1.0,0.37915402819906,121030.0
36,17.86,18.44,665.0,4532.28,0.0,634.0,630.0,9.0,4.0,0.18987101429095835,267900.0
36,10.64,36.38,740.0,302.79,0.0,734.0,730.0,7.0,2.0,0.039473164826778595,31920.0
36,11.99,10.62,670.0,736.71,0.0,714.0,710.0,7.0,1.0,0.15081160455609796,45562.0
36,13.67,22.8,720.0,849.79,0.0,559.0,555.0,9.0,5.0,0.3999920001599968,273400.0
36,9.17,7.05,660.0,1784.28,0.0,819.0,815.0,0.0,0.0,0.1798776831754407,110040.0
60,16.59,24.09,720.0,2950.55,0.0,544.0,540.0,8.0,3.0,0.19177950835953178,464520.0
36,6.89,8.37,765.0,1750.13,0.0,609.0,605.0,10.0,4.0,0.1999975000312496,110240.0
36,6.24,19.26,735.0,307.49,0.0,764.0,760.0,2.0,2.0,0.0615375148074645,24960.0
60,15.41,23.58,675.0,419.5,0.0,674.0,670.0,3.0,3.0,0.3210979715782424,539350.0
60,13.18,15.88,725.0,528.68,0.0,699.0,695.0,7.0,2.0,0.1666638889351844,131800.0
36,18.99,16.55,695.0,736.19,0.0,544.0,540.0,5.0,2.0,0.08823269903826358,56969.99999999999
60,9.17,17.73,695.0,3007.03,0.0,729.0,725.0,1.0,0.0,0.17499781252734342,128380.0
36,6.89,25.5,725.0,1635.07,0.0,709.0,705.0,3.0,2.0,0.15957277050244145,103350.0
36,14.48,25.26,680.0,2069.42,0.0,609.0,605.0,6.0,3.0,0.4391113429850876,146248.0
36,14.48,20.06,680.0,1003.7,0.0,619.0,615.0,4.0,2.0,0.2857061226822091,144800.0
60,9.17,9.12,705.0,3428.71,0.0,714.0,710.0,0.0,0.0,0.14999875001041657,165060.0
36,6.99,12.85,690.0,1508.5,0.0,654.0,650.0,4.0,3.0,0.14062353517150863,94365.0
36,12.05,17.28,685.0,1555.57,15.0,669.0,665.0,2.0,1.0,0.2666577780740642,96400.0
60,12.88,13.01,715.0,2049.82,0.0,744.0,740.0,4.0,2.0,0.1999960000799984,128800.00000000001
36,6.49,12.35,695.0,283.18,0.0,699.0,695.0,2.0,0.0,0.08571183680466272,19470.0
36,11.99,6.4,660.0,5537.12,0.0,719.0,715.0,3.0,1.0,0.22248425923865886,359700.0
36,9.76,3.47,725.0,33.63,0.0,719.0,715.0,0.0,0.0,0.3157861496194777,292800.0
36,9.17,30.0,720.0,102.49,0.0,714.0,710.0,7.0,1.0,0.029751820232890636,33012.0
36,9.17,6.58,730.0,363.96,0.0,629.0,625.0,7.0,3.0,0.14999625009374765,55020.0
36,9.8,17.31,680.0,1463.78,0.0,644.0,640.0,5.0,2.0,0.1499981250234372,117600.00000000001
36,9.76,27.65,705.0,1482.04,16.08,559.0,555.0,4.0,1.0,0.1999960000799984,97600.0
36,8.38,9.19,750.0,180.46,0.0,754.0,750.0,3.0,3.0,0.123075029614929,67040.0
36,10.64,23.83,660.0,877.51,0.0,674.0,670.0,1.0,1.0,0.1428537415775815,63840.0
36,11.48,21.21,700.0,840.28,0.0,744.0,740.0,7.0,2.0,0.06410174228535531,57400.0
36,9.76,15.9,680.0,801.16,0.0,524.0,520.0,6.0,4.0,0.15737446927099555,93696.0
36,8.38,24.53,675.0,669.82,0.0,569.0,565.0,8.0,4.0,0.0624992187597655,41900.00000000001
60,10.78,10.78,695.0,2705.92,0.0,704.0,700.0,6.0,0.0,0.31745527848764304,215600.0
36,13.67,23.18,660.0,1830.28,15.31,529.0,525.0,5.0,2.0,0.2571355104139882,123030.0
36,18.99,7.61,660.0,366.99,0.0,644.0,640.0,3.0,3.0,0.035365422372897894,55070.99999999999
36,11.48,30.39,680.0,4373.12,0.0,659.0,655.0,4.0,1.0,0.369225088844787,275520.0
36,9.17,9.05,710.0,1048.66,0.0,754.0,750.0,5.0,3.0,0.147237457209114,110040.0
36,13.67,7.4,660.0,1292.82,0.0,579.0,575.0,4.0,3.0,0.2666577780740642,109360.0
60,8.38,16.83,700.0,2070.1,0.0,574.0,570.0,5.0,4.0,0.3599928001439971,150840.0
60,18.2,37.1,695.0,1179.94,0.0,554.0,550.0,1.0,0.0,0.1720804653255779,187915.0
60,13.67,23.81,660.0,1497.7,0.0,724.0,720.0,2.0,1.0,0.2583912560398956,136700.0
36,14.48,33.41,660.0,2751.33,0.0,759.0,755.0,5.0,4.0,0.35944974460149726,192584.0
36,8.38,32.11,775.0,317.81,0.0,799.0,795.0,3.0,3.0,0.17777382724828336,67040.0
36,5.32,13.85,770.0,2138.65,0.0,784.0,780.0,1.0,0.0,0.3657090612991243,136192.0
36,11.22,21.07,680.0,1271.14,0.0,694.0,690.0,7.0,4.0,0.14457657136661003,134640.0
36,6.24,28.66,695.0,1471.08,0.0,684.0,680.0,6.0,2.0,0.3401591945030274,93600.0
60,20.5,38.57,660.0,3358.94,0.0,744.0,740.0,3.0,1.0,0.23888358036488078,220375.0
36,9.99,14.15,740.0,617.58,0.0,514.0,510.0,5.0,4.0,0.14285510206997043,99900.0
60,14.48,12.49,705.0,2703.25,0.0,549.0,545.0,1.0,0.0,0.4571341498257176,347520.0
36,7.26,11.7,685.0,2898.54,0.0,694.0,690.0,1.0,1.0,0.3249959375507806,188760.0
36,7.89,5.55,695.0,1004.54,0.0,689.0,685.0,1.0,1.0,0.1999960000799984,78900.0
36,11.22,15.03,695.0,1181.21,0.0,679.0,675.0,17.0,10.0,0.09999846156212981,72930.0
60,15.41,11.38,675.0,448.68,0.0,669.0,665.0,2.0,0.0,0.31999360012799744,246560.0
36,9.17,14.79,695.0,274.04,15.0,659.0,655.0,10.0,8.0,0.07692189350933062,45850.0
60,11.22,27.06,665.0,1954.43,0.0,564.0,560.0,1.0,1.0,0.21817785131179432,134640.0
36,9.76,30.36,715.0,3630.37,0.0,694.0,690.0,5.0,2.0,0.2864162170837397,226432.0
36,10.64,20.98,685.0,851.65,0.0,709.0,705.0,1.0,1.0,0.2666615873983353,148960.0
36,12.59,19.73,665.0,3596.75,0.0,744.0,740.0,5.0,4.0,0.18867746530693108,251800.0
36,11.22,21.09,670.0,885.11,0.0,664.0,660.0,8.0,2.0,0.14999625009374765,67320.0
36,15.77,32.86,680.0,3874.53,0.0,724.0,720.0,5.0,0.0,0.40610208662029734,288196.75
60,12.59,34.3,735.0,9892.92,0.0,759.0,755.0,7.0,4.0,0.46666018527520453,423024.0
36,11.22,23.39,695.0,2370.52,0.0,694.0,690.0,2.0,1.0,0.2653007081488133,145860.0
36,5.32,20.24,730.0,670.16,0.0,779.0,775.0,0.0,0.0,0.3636198354620245,42560.0
36,10.64,22.87,680.0,1756.78,0.0,644.0,640.0,4.0,0.0,0.20381905962981364,170240.0
36,9.76,23.77,690.0,570.42,0.0,544.0,540.0,4.0,3.0,0.15624511734008312,48800.0
36,5.32,15.34,685.0,1257.97,22.59,694.0,690.0,2.0,0.0,0.340901343151292,79800.0
36,7.26,8.45,710.0,1521.65,0.0,734.0,730.0,2.0,0.0,0.11538372781747833,108900.0
36,6.24,29.73,730.0,656.53,0.0,709.0,705.0,3.0,0.0,0.17777382724828336,49920.0
36,10.64,15.92,710.0,994.21,0.0,664.0,660.0,4.0,2.0,0.13333111114814752,85120.0
36,5.32,21.25,690.0,1604.75,0.0,744.0,740.0,1.0,0.0,0.2953800710758296,102144.0
36,12.59,5.02,705.0,4096.73,0.0,674.0,670.0,0.0,0.0,0.3076875740373225,251800.0
60,11.99,23.56,735.0,5654.11,0.0,664.0,660.0,6.0,2.0,0.4038185979864898,260183.0
36,13.18,25.45,730.0,502.71,0.0,749.0,745.0,10.0,4.0,0.08149837003259935,53708.5
36,6.49,12.35,740.0,708.81,0.0,804.0,800.0,6.0,4.0,0.11999900000833326,93456.0
36,9.99,21.49,670.0,450.48,0.0,704.0,700.0,6.0,3.0,0.05090816530608534,27972.0
60,14.48,14.5,730.0,1637.29,0.0,584.0,580.0,6.0,5.0,0.14999875001041657,260640.0
36,8.18,12.89,675.0,1300.57,0.0,714.0,710.0,6.0,2.0,0.07714230612638481,88344.0
36,12.59,17.17,670.0,2465.76,0.0,644.0,640.0,3.0,1.0,0.21817785131179432,151080.0
36,10.64,22.12,680.0,2068.51,0.0,664.0,660.0,14.0,9.0,0.21817785131179432,127680.0
36,12.59,38.25,660.0,761.54,0.0,659.0,655.0,3.0,1.0,0.15789058182679402,75540.0
36,17.27,28.55,660.0,1058.11,0.0,639.0,635.0,6.0,6.0,0.11103607698501337,73829.25
36,6.24,15.14,700.0,755.5,0.0,759.0,755.0,5.0,2.0,0.07846073373606424,47736.0
60,18.2,33.7,660.0,1995.83,0.0,674.0,670.0,6.0,1.0,0.439987428930602,280280.0
36,9.17,16.26,660.0,1271.08,0.0,684.0,680.0,5.0,4.0,0.12675877804537963,82530.0
36,9.17,12.99,660.0,955.26,0.0,609.0,605.0,2.0,1.0,0.1399972000559989,64190.0
36,6.49,8.14,685.0,225.16,0.0,699.0,695.0,7.0,2.0,0.134612795907771,45430.0
36,6.89,15.58,770.0,245.58,0.0,709.0,705.0,7.0,3.0,0.0685704489935858,33072.0
36,6.99,6.9,705.0,1341.55,0.0,844.0,840.0,2.0,1.0,0.11999880001199988,83880.0
36,8.38,12.97,670.0,2036.39,0.0,689.0,685.0,7.0,1.0,0.2471128976458378,125700.00000000001
36,12.05,32.02,685.0,5.03,0.0,644.0,640.0,8.0,3.0,0.24957883571473138,144600.0
36,7.26,13.63,705.0,2067.4,0.0,789.0,785.0,7.0,2.0,0.27691881663359025,130680.0
60,16.55,15.94,720.0,3106.79,0.0,744.0,740.0,13.0,5.0,0.2673265076533221,389338.75
36,13.67,11.16,770.0,733.16,15.0,589.0,585.0,8.0,1.0,0.0744665007127508,47845.0
36,9.17,15.05,660.0,1619.77,0.0,664.0,660.0,0.0,0.0,0.19297907054262206,100870.0
36,7.91,0.96,690.0,129.42,0.0,564.0,560.0,2.0,1.0,0.021428265310495565,11865.0
36,9.8,22.29,725.0,551.57,15.0,664.0,660.0,3.0,2.0,0.07777604942112397,34300.0
36,11.22,10.74,670.0,368.55,0.0,674.0,670.0,6.0,2.0,0.056450702408025674,39270.0
36,17.57,6.24,675.0,7294.5,0.0,714.0,710.0,5.0,3.0,0.2659546175040691,439250.0
36,13.67,9.43,660.0,2343.51,0.0,664.0,660.0,7.0,0.0,0.22534893874734158,218720.0
